paperid,originalaffiliation
62742022,"Computer Systems Department, Intelligent Systems & Data Mining, University of Castilla-La Mancha, Albacete, Spain#TAB#"
62742022,"Faculty of Information Technology, Monash University, Melbourne, Australia#TAB#"
62822017,"The Blavatnik School of Computer Science, Tel Aviv University, Israel#TAB#"
62855943,University Carlos III of Madrid
62925208,"Laboratoire d'Imagerie, de Vision et d'Intelligence Artificielle, École de Technologie Supérieure, Montreal, QC, Canada#TAB#"
62925208,"School of Computer Science, Ryerson University, Toronto, Canada#TAB#"
62936399,Guilin University of Electronic Technology
62976852,"Department of Computer Science, University of Waikato, Hamilton, New Zealand#TAB#"
63105956,国立情報学研究所
63105956,奈良工業高等専門学校情報工学科
63298678,Aristotle University of Thessaloniki
63298678,Democritus University of Thrace
63298678,University of British Columbia
64018215,Universiti Sains Islam Malaysia
64018215,"Universiti Utara Malaysia, UUM Sintok"
64066664,Computer Center of Yunnan Normal University
64612853,"Guadalajara Jalisco, México"
64744624,"School of Computing, University of Kent, UK#TAB#"
64941110,"Vision Laboratory (LARSyS), University of the Algarve, Faro, Portugal#TAB#"
65099754,"Department of Informatics and Statistics, Federal University of Santa Catarina, Florianopolis, Brazil#TAB#"
65546612,Frederick University
65641705,"Department of Orthopedics, University Hospital of Alexandroupolis, Medical School, Democritus University of Thrace, Greece"
65641705,"Medical Informatics Laboratory, Medical School, Democritus University of Thrace, Greece"
65708977,"Aalto University School of Science, Espoo, Finland,Basque Foundation for Science, IKERBASQUE, Bilbao, Spain,University of The Basque Country, Donostia-San Sebastián, Spain#TAB#"
65708977,"Aalto University School of Science, Espoo, Finland#TAB#"
65954170,Université Libre de Bruxelles
66003800,"Department of Computing Science, University of Glasgow, Glasgow, UK#TAB#"
66184792,Frederick University
66188587,"Aalto University School of Science, Department of Information and Computer Science and Helsinki Institute of Information Technology and deCODE Genetics, Reykjavik#TAB#"
66188587,"Aalto University School of Science, Department of Information and Computer Science and Helsinki Institute of Information Technology and University of Helsinki, Department of Computer Science#TAB#"
66188587,"Aalto University School of Science, Department of Information and Computer Science and Helsinki Institute of Information Technology#TAB#"
66222084,"Department of Electrical Engineering, IIT Delhi, India#TAB#"
66427752,Old Dominion University
66427752,University of North Carolina at Chapel Hill
66459489,"LIESMARS, Wuhan Univiersity, Wuhan, China"
66667701,"Department of CISE, University of Florida, Gainesville, FL#TAB#"
66667701,"Department of Neurology, University of Florida, Gainesville, FL#TAB#"
66673523,"APEX Data & Knowledge Management Lab, Shanghai Jiao Tong University, China#TAB#"
66673523,"Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong#TAB#"
67012756,"Complex and Adaptive Systems Laboratory, University College Dublin, Ireland, IST/INESC-ID, Lisbon, Portugal#TAB#"
67012756,"Complex and Adaptive Systems Laboratory, University College Dublin, Ireland#TAB#"
67012756,"HIIT & Department of Computer Science, University of Helsinki, Finland#TAB#"
67076501,ISTC-CNR
67076501,Université Libre de Bruxelles
67201968,"School of Electronic Engineering and Computer Science, Centre for Digital Music, Queen Mary University of London, London, United Kingdom#TAB#"
67440096,"School of Automation Science and Electrical Engineering, Beihang University, Beijing, P R China 100191#TAB#"
67969124,Chinese Academy of Sciences
68231303,University of Texas at El Paso
68231303,Waseda University
68246004,Federal University of Uberlândia
68710645,"Computer Vision and Active Perception Laboratory, Royal Institute of Technology (KTH), Stockholm, Sweden#TAB#"
68801812,"Biomedical Signal and Image Computing Lab, UBC, Canada#TAB#"
68801812,"Parietal Team, Neurospin, INRIA Saclay-Ile-de-France, France#TAB#"
68863859,"Institute of Mathematics and Information Technology, University of Kaposvár, Kaposvár, Hungary"
68908521,"Centro Universitario UAEM Valle de Chalco, Universidad Autónoma del Estado de México, Valle de Chalco, Mexico#TAB#"
68908521,"Institute of New Imaging Technologies, Dept. Llenguatges i Sistemes Informátics, Universitat Jaume I, Castelló de la Plana, Spain#TAB#"
68910205,The University of Hong Kong
68965667,UdelaR
69095308,"School of Computer Science & Engineering, Southeast University, Nanjing, China#TAB#"
69124461,"Natural Systems group, University of Southampton, UK#TAB#"
69236537,"University of British Columbia, Vancouver, BC, Canada#TAB#"
69363678,"Research Group Bioinformatics and Systems Biology, Institute of Neural Information Processing, Ulm University, Ulm, Germany#TAB#"
69433542,"INSIGHT Centre for Data Analytics, Dublin City University, Dublin, Ireland#TAB#"
69594547,"Computer Engineering Department, Bilkent University, Ankara, Turkey#TAB#"
69594547,"Computer Engineering Department, Hacettepe University, Ankara, Turkey#TAB#"
69625385,"Department of Computer Science, University of Southern California, Los Angeles, CA#TAB#"
69690667,"Department of Computer Science, University of York, UK#TAB#"
70048653,"Faculty of Media, Leipzig University of Applied Sciences (HTWK), Germany#TAB#"
70048653,"NLP Group, Department of Computer Science, University of Leipzig, Germany#TAB#"
70343884,"CNRS-LTCI, Telecom Paristech"
70343884,"Institut Mines-Telecom, Telecom Paristech, CNRS-LTCI"
70374491,"Dept. of Computer Science, Royal Holloway, University of London, Egham, United Kingdom"
70611398,University of Salerno
71081281,University of Toronto
71169749,Temple University
71674943,"School of Industrial and Systems Engineering, Georgia Tech, Atlanta, USA"
71674943,Université de Rouen – LITIS EA 4108
72152974,University of Sydney
72152974,University of Washington
72505764,"Naval Academy Research Institute, Brest, France#TAB#"
72505764,"School of Computing, University of Leeds, U.K.#TAB#"
72575373,"Department of Computer Science, Babes-Bolyai University, Cluj-Napoca, Romania#TAB#"
72575373,"Department of Electrical and Electronic Engineering, University of Cagliari, Cagliari, Italy#TAB#"
72726998,King Abdulaziz University
72726998,Pamukkale University
72726998,University of Reading
72726998,University of Southampton
73347121,"Department of Computer Science, The University of Waikato, Hamilton, New Zealand#TAB#"
73430451,"Dhirubhai Ambani Institute of Information and Communication Technology, Gandhinagar, India#TAB#"
74073404,"“Dalle Molle” Institute for Artificial Intelligence Studies (IDSIA), USI-SUPSI"
74073404,Ecole Polytechnique & CNRS
74073404,Middle East Technical University
74073404,The University of Sheffield
74073404,Université Libre de Bruxelles
74073404,University of Pretoria
74249134,"Center for Computing Research, National Polytechnic Institute, Mexico, Mexico City, Mexico CP 07738#TAB#"
74283761,"Multimedia Computing and Computer Vision Lab, Augsburg University, Germany#TAB#"
74296363,Center of Research and Advanced Studies of the National Polytechnic Institute
74686089,"Computer Science Department, Technion - I.I.T., Haifa, Israel#TAB#"
75136843,Université de Lille
75136843,Université Lille- Nord de France ULCO LISIC
75995423,University of Regina
76666741,大阪府立大学大学院工学研究科知能情報工学分野
77103594,Dinas Pertambangan dan Energi Tk. I NTT
77103594,Universitas Nusa Cendana
77412085,Amirkabir University of Technology
77412085,"Iran University of Science and Technology, Narmak"
77637080,"Department of Electrical Engineering, Biomedical Engineering"
77637080,University of Copenhagen
77637080,University of Leeds
77807963,University of Portsmouth
77816989,UPC — Technical University of Catalonia
77851419,"Department of Mathematics, Computer Science Section, Universitá degli Studi di Palermo, Palermo, Italy#TAB#"
77851419,"Institute for High Performance Computing and Networking, National Research Council of Italy, CNR-ICAR, Rende, CS, Italy#TAB#"
77974465,"LERIA, Université d'Angers, Angers Cedex 01, France#TAB#"
77974465,"LIUM & IUT, Université du Maine, Le Mans, France,LERIA, Université d'Angers, Angers Cedex 01, France#TAB#"
78334468,"Department of Informatics and Telecommunications, University of Athens, Athens, Greece#TAB#"
78383390,"Tsinghua University#R##N#Department of Computer Science and Technology#R##N#Beijing, China"
78474372,"Donghua University, China#TAB#"
78474372,"Fudan University, China#TAB#"
78474372,"University of New South Wales & NICTA, Australia and Donghua University, China#TAB#"
78476244,Università di Firenze
78670337,"Dep. Business Administration and Marketing, Universitat Jaume I, Castelló de la Plana, Spain#TAB#"
78670337,"Dep. Computer Languages and Systems - Institute of New Imaging Technologies, Universitat Jaume I, Castelló de la Plana, Spain#TAB#"
78996301,Carlos III University of Madrid
79102444,University of Alberta
79168991,University of Minho
79187425,"School of Science and Technology, Kwansei Gakuin University, Sanda, Japan 669-1337 and CrestMuse Project, CREST, JST, Japan#TAB#"
79187425,"School of Science and Technology, Kwansei Gakuin University, Sanda, Japan 669-1337#TAB#"
79431153,"China Agricultural University, Ministry of Education"
79539524,"The MAVERICK Group, Department of Computer Science, Bar-Ilan University, Israel#TAB#"
79612384,"School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China#TAB#"
79692902,"Femto-ST, ENISYS/IRMA"
79692902,University Henri Poincaré
79692902,University of Franche-Comté
79796864,I-Shou University
79796864,National University of Kaohsiung
79971180,"Shanghai Jiao Tong University, Shanghai, China#TAB#"
80102357,University of Rochester
80102357,University of Wisconsin
80117857,"Human-Computer Interaction Group, University of Bamberg, Germany#TAB#"
80418340,"School of IT and Engineering, University of Ottawa, Ottawa, Canada#TAB#"
80418340,"Visual Information Technology Group, National Research Council of Canada, Ottawa, Canada#TAB#"
80466363,"Centro de Bioplantas, Universidad de Ciego de Ávila., Ciego de Ávila, Cuba"
80466363,"Faculty of Computer Science, Benemérita Universidad Autónoma de Puebla, México"
80466363,"Instituto Nacional de Astrofísica, Óptica y Electrónica, Sta. María Tonanzintla, México"
80772823,東京工業大学大学院総合理工学研究科
80772823,ヤマハ株式会社
80772823,神戸大学工学部
80996498,"Department of Computer Science, University of Verona, Verona, Italy#TAB#"
81214986,"Bioinformatics Center, ICR, Kyoto University, Uji, Kyoto, Japan#TAB#"
81542778,"Center for Data Engineering, International Institute of Information Technology, Hyderabad, India#TAB#"
81542778,"INIST-CNRS, Vandoeuvre-les-Nancy, France#TAB#"
81542778,"SYNALP Team - LORIA, INRIA Nancy-Grand Est, Vandoeuvre-les-Nancy, France#TAB#"
81874672,Gracenote
81874672,Johannes Kepler University
82173797,"Faculty of Information Sciences and Engineering, University of Canberra, Canberra, Australia"
82412928,University College London
82418415,"Automation College, Harbin Engineering University Harbin, China"
82431302,INRIA-Rocquencourt
82431302,McGill University
82590734,"Dipartimento di Ingegneria dell'Informazione ed Ingegneria Elettrica, Università di Salerno, Italy#TAB#"
82590734,"Facoltà di Ingegneria, Università Campus Bio-Medico di Roma, Italy#TAB#"
82717194,"B. Thomas Golisano College of Computing and Information Sciences, Rochester Institute of Technology Rochester, NY#TAB#"
82717194,"State Key Laboratory of Modern Optical Instrumentation, Zhejiang University, Hangzhou, China#TAB#"
82825850,University of York
83179427,"Computer Science Department, Group of Applied Artificial Intelligence, University Carlos III of Madrid, Colmenarejo, Spain#TAB#"
83181605,University of Insubria
83294241,IST Austria
83294241,Microsoft Research
83294241,University of Bonn
83299345,Arts et Métiers ParisTech Engineering College (ENSAM)
83299345,"Asociación EURATOM-CIEMAT para Fusión, CIEMAT"
83299345,"Association EURATOM-CEA, CEA Cadarache"
83299345,JET-EFDA
83587539,同志社大学 理工学部
83587539,同志社大学 生命医科学部
83981013,"Department of Computer Science, University of Ioannina, Ioannina, Greece#TAB#"
84208274,Petroleum-Gas University of Ploiesti
84330812,Huawei Noah's Ark Lab
84330812,Microsoft Research Asia
84330812,Tsinghua University
84330812,University of Illinois at Chicago
84330812,Yahoo Research Labs
84467594,"Universidad de Santiago de Chile#R##N#Departamento de Ingeniería Informática#R##N#Santiago, CHILE"
84488706,University of Macedonia
84910713,University of Tampere
85124791,Université Lille 1
85124791,"Université Paris Est, IGN"
85171619,Bielefeld University
85342207,"Free University of Bozen-Bolzano, Italy#TAB#"
85342207,"Technische Universität Dresden, Germany#TAB#"
85384795,"Institut National des Sciences Appliquées et de Technologie (INSAT)#R##N#Centre Urbain Nord, BP. 676, 1080 Tunis Cedex, Tunisie"
85399230,"Departamento de Ingeniería Informática and Instituto de Ingeniería del Conocimiento, Universidad Autónoma de Madrid, Madrid, Spain#TAB#"
85506769,National Oceanography Centre
85568236,"Graduate School of Business Science, University of Tsukuba, Tokyo, Japan#TAB#"
85568236,"Graduate School of Information Science and Technology, Hokkaidō University, Sapporo City, Japan#TAB#"
85574613,"Dipartimento di Ingegneria dell'Informazione, Università degli Studi di Siena, Siena, Italy#TAB#"
85904113,"Bioinformatics Unit, Centre of Biotechnologie of Sfax"
85904113,"Department of Mathematics, Faculty of Science of Sfax"
85904113,University of Rouen
85934289,"Universidad Politécnica de Madrid, Ontology Engineering Group, Madrid, Spain#TAB#"
85934289,"University of Amsterdam, Informatics Institute, Amsterdam, Netherlands#TAB#"
85934289,"University of Augsburg, Multimedia Concepts and Applications, Augsburg, Germany#TAB#"
